tilastovuosi,okmOhjauksenAla,koulutusala02,koulutustyyppi,koulutusaste,ammattikorkeakoulu,hankkeistetutOpinnaytetyot,opinnaytetyotEiHankkeistetut,kooditKoulutusala2002,kooditOkmOhjauksenAla,kooditAmmattikorkeakoulu,kooditKoulutustyyppi,tietojoukkoPaivitettyPvm
2022,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,72,30,99,11,02537,6,2026-03-06
2022,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,8,0,99,12,02537,6,2026-03-06
2023,Kasvatusalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,24,7,99,1,02537,1,2026-03-06
2023,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,17,18,99,2,02537,1,2026-03-06
2023,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,62,82,99,5,02537,1,2026-03-06
2023,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,28,6,99,7,02537,1,2026-03-06
2023,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,162,42,99,8,02537,1,2026-03-06
2023,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,20,0,99,9,02537,1,2026-03-06
2023,Lääketieteet,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,53,2,99,10,02537,1,2026-03-06
2023,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,212,94,99,11,02537,1,2026-03-06
2023,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,30,10,99,12,02537,1,2026-03-06
2023,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,5,6,99,2,02537,2,2026-03-06
2023,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,43,19,99,5,02537,2,2026-03-06
2023,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,9,0,99,7,02537,2,2026-03-06
2023,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,56,9,99,8,02537,2,2026-03-06
2023,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,10,2,99,9,02537,2,2026-03-06
2023,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,150,27,99,11,02537,2,2026-03-06
2023,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,11,4,99,12,02537,2,2026-03-06
2023,Kasvatusalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,8,2,99,1,02537,6,2026-03-06
2023,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,1,1,99,2,02537,6,2026-03-06
2023,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,34,3,99,5,02537,6,2026-03-06
2023,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,2,0,99,7,02537,6,2026-03-06
2023,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,33,2,99,8,02537,6,2026-03-06
2023,Lääketieteet,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,3,2,99,10,02537,6,2026-03-06
2023,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,81,12,99,11,02537,6,2026-03-06
2023,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,6,1,99,12,02537,6,2026-03-06
2024,Kasvatusalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,11,20,99,1,02537,1,2026-03-06
2024,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,20,36,99,2,02537,1,2026-03-06
2024,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,51,80,99,5,02537,1,2026-03-06
2024,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,71,20,99,7,02537,1,2026-03-06
2024,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,212,33,99,8,02537,1,2026-03-06
2024,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,13,1,99,9,02537,1,2026-03-06
2024,Lääketieteet,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,21,10,99,10,02537,1,2026-03-06
2024,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,232,90,99,11,02537,1,2026-03-06
2024,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,19,9,99,12,02537,1,2026-03-06
2024,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,15,6,99,2,02537,2,2026-03-06
2024,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,54,31,99,5,02537,2,2026-03-06
2024,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,14,0,99,7,02537,2,2026-03-06
2024,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,82,15,99,8,02537,2,2026-03-06
2024,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,25,1,99,9,02537,2,2026-03-06
2024,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,105,16,99,11,02537,2,2026-03-06
2024,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,17,12,99,12,02537,2,2026-03-06
2024,Kasvatusalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,1,0,99,1,02537,6,2026-03-06
2024,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,2,5,99,2,02537,6,2026-03-06
2024,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,36,4,99,5,02537,6,2026-03-06
2024,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,1,2,99,7,02537,6,2026-03-06
2024,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,34,6,99,8,02537,6,2026-03-06
2024,Maa- ja metsätalousalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,6,0,99,9,02537,6,2026-03-06
2024,Lääketieteet,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,4,1,99,10,02537,6,2026-03-06
2024,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,104,29,99,11,02537,6,2026-03-06
2024,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,11,2,99,12,02537,6,2026-03-06
2025,Kasvatusalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,10,22,99,1,02537,1,2026-03-06
2025,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,20,23,99,2,02537,1,2026-03-06
2025,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,65,90,99,5,02537,1,2026-03-06
2025,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,54,23,99,7,02537,1,2026-03-06
2025,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,174,35,99,8,02537,1,2026-03-06
2025,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,10,1,99,9,02537,1,2026-03-06
2025,Lääketieteet,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,30,8,99,10,02537,1,2026-03-06
2025,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,233,55,99,11,02537,1,2026-03-06
2025,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,28,12,99,12,02537,1,2026-03-06
2025,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,9,10,99,2,02537,2,2026-03-06
2025,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,59,19,99,5,02537,2,2026-03-06
2025,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,17,3,99,7,02537,2,2026-03-06
2025,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,67,11,99,8,02537,2,2026-03-06
2025,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,34,2,99,9,02537,2,2026-03-06
2025,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,118,25,99,11,02537,2,2026-03-06
2025,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,16,5,99,12,02537,2,2026-03-06
2025,Kasvatusalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,0,2,99,1,02537,6,2026-03-06
2025,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,6,2,99,2,02537,6,2026-03-06
2025,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,41,11,99,5,02537,6,2026-03-06
2025,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,33,4,99,8,02537,6,2026-03-06
2025,Maa- ja metsätalousalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,5,0,99,9,02537,6,2026-03-06
2025,Lääketieteet,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,5,0,99,10,02537,6,2026-03-06
2025,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,134,30,99,11,02537,6,2026-03-06
2025,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Savonia-ammattikorkeakoulu,6,0,99,12,02537,6,2026-03-06
2019,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,19,1,99,2,10126,1,2026-03-06
2019,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,37,57,99,5,10126,1,2026-03-06
2019,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,60,33,99,8,10126,1,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,190,41,99,11,10126,1,2026-03-06
2019,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,19,35,99,12,10126,1,2026-03-06
2019,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,5,0,99,2,10126,2,2026-03-06
2019,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,11,5,99,5,10126,2,2026-03-06
2019,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,27,17,99,8,10126,2,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,69,17,99,11,10126,2,2026-03-06
2019,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,3,6,99,2,10126,6,2026-03-06
2019,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,16,2,99,5,10126,6,2026-03-06
2019,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,4,0,99,8,10126,6,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,59,1,99,11,10126,6,2026-03-06
2019,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,3,1,99,12,10126,6,2026-03-06
2018,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,22,0,99,2,10126,1,2026-03-06
2018,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,77,46,99,5,10126,1,2026-03-06
2018,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,0,1,99,7,10126,1,2026-03-06
2018,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,57,20,99,8,10126,1,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,160,48,99,11,10126,1,2026-03-06
2018,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,32,22,99,12,10126,1,2026-03-06
2018,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,1,0,99,2,10126,2,2026-03-06
2018,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,5,3,99,5,10126,2,2026-03-06
2018,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,15,9,99,8,10126,2,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,64,14,99,11,10126,2,2026-03-06
2018,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,7,0,99,2,10126,6,2026-03-06
2018,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,18,14,99,5,10126,6,2026-03-06
2018,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,5,1,99,8,10126,6,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,40,6,99,11,10126,6,2026-03-06
2018,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,2,3,99,12,10126,6,2026-03-06
2017,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,17,1,99,2,10126,1,2026-03-06
2017,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,48,64,99,5,10126,1,2026-03-06
2017,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,0,2,99,7,10126,1,2026-03-06
2017,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,65,23,99,8,10126,1,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,165,43,99,11,10126,1,2026-03-06
2017,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,31,28,99,12,10126,1,2026-03-06
2017,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,1,0,99,2,10126,2,2026-03-06
2017,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,6,3,99,5,10126,2,2026-03-06
2017,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,11,13,99,8,10126,2,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,80,27,99,11,10126,2,2026-03-06
2017,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,1,0,99,2,10126,6,2026-03-06
2017,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,5,11,99,5,10126,6,2026-03-06
2017,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,0,5,99,8,10126,6,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,2,26,99,11,10126,6,2026-03-06
2017,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,LAB-ammattikorkeakoulu,1,5,99,12,10126,6,2026-03-06
2017,Humanistiset alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,37,5,99,3,02623,1,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,334,20,99,11,02623,1,2026-03-06
2017,Humanistiset alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,3,0,99,3,02623,2,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,259,4,99,11,02623,2,2026-03-06
2017,Humanistiset alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,1,0,99,3,02623,6,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,52,0,99,11,02623,6,2026-03-06
2018,Humanistiset alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,43,9,99,3,02623,1,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,561,34,99,11,02623,1,2026-03-06
2018,Humanistiset alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,2,0,99,3,02623,6,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,43,16,99,11,02623,6,2026-03-06
2019,Humanistiset alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,41,15,99,3,02623,1,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,594,39,99,11,02623,1,2026-03-06
2019,Humanistiset alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,1,0,99,3,02623,6,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,55,6,99,11,02623,6,2026-03-06
2020,Humanistiset alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,25,8,99,3,02623,1,2026-03-06
2020,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Diakonia-ammattikorkeakoulu,514,34,99,11,02623,1,2026-03-06
